storeCode,storeName,orgCode,imageLink,storePhone,storeMobile,managerUserCode,taxCode,bankName,bankAccount,bankAccountName,countryCode,countryName,stateCode,stateName,cityCode,cityName,districtCode,districtName,address1,zipCode,latitude,longitude,openStatus,status,defaultScheduleList,__typename
1024051306606,SMIGGLE PAKUWON MALL SURABAYA,10007489,,03135973050,,,,,,,1,Indonesia,20002351,Jawa Timur,30006122,Kota Surabaya,40006124,Wiyung,"Pakuwon Mall Surabaya Lantai 1 Unit 70, Jl. Mayjend. Jonosewojo No.2, Babatan, Kec. Wiyung, Surabaya, Jawa Timur 60227",60227,-7.28859961311777,112.675630890122,1,1,"[{'scheduleStartHour': '0900', 'scheduleEndHour': '1700', '__typename': 'DefaultSchedule'}, {'scheduleStartHour': '0900', 'scheduleEndHour': '1700', '__typename': 'DefaultSchedule'}, {'scheduleStartHour': '0900', 'scheduleEndHour': '1700', '__typename': 'DefaultSchedule'}]",Store
1024051306605,BAZAAR KS TEMPORARY CITRA RAYA,10007488,,1500627,,,,,,,1,Indonesia,20001432,Banten,30006154,Kab. Tangerang,40006186,Cikupa,"Jl. Citra Raya Boulevard, Cikupa, Kec. Cikupa, Tangerang, Jawa Barat 15710",15710,-6.234769886737637,106.52010959999578,1,1,"[{'scheduleStartHour': '0900', 'scheduleEndHour': '1700', '__typename': 'DefaultSchedule'}, {'scheduleStartHour': '0900', 'scheduleEndHour': '1700', '__typename': 'DefaultSchedule'}, {'scheduleStartHour': '0900', 'scheduleEndHour': '1700', '__typename': 'DefaultSchedule'}]",Store
1024051306604,KIDZ STATION SUMMARECON MALL BANDUNG,10007487,,02287301590,,,,,,,1,Indonesia,20000422,Jawa Barat,30000619,Kota Bandung,40000621,Gedebage,"Summarecon Mall Bandung Lt 1F Unit 837 & 838, Jl. Bulevar Barat No. 75-89, Summarecon Bandung, Kec. Gedebage, Kota Bandung, Jawa Barat 40295",40295,-6.9557237274309935,107.69387350882273,1,1,"[{'scheduleStartHour': '0900', 'scheduleEndHour': '1700', '__typename': 'DefaultSchedule'}, {'scheduleStartHour': '0900', 'scheduleEndHour': '1700', '__typename': 'DefaultSchedule'}, {'scheduleStartHour': '0900', 'scheduleEndHour': '1700', '__typename': 'DefaultSchedule'}]",Store
1024051306603,SMIGGLE BALI GALERIA,10007486,,0361767075,,,,,,,1,Indonesia,20002217,Bali,30002217,Kab. Badung,40002220,Kuta,"MALL BALI GALERIA LT.2 BLOCK D3, Jl. Bypass Ngurah Rai, Kuta, Kec. Kuta, Kabupaten Badung, Bali 80361",80361,-8.723209189901592,115.18434534531579,1,1,"[{'scheduleStartHour': '0900', 'scheduleEndHour': '1700', '__typename': 'DefaultSchedule'}, {'scheduleStartHour': '0900', 'scheduleEndHour': '1700', '__typename': 'DefaultSchedule'}, {'scheduleStartHour': '0900', 'scheduleEndHour': '1700', '__typename': 'DefaultSchedule'}]",Store
1024051306602,KIDZ STATION LIPPO MALL PURI,10007485,,02151010233,,,,,,,1,Indonesia,20001388,DKI Jakarta,30001424,Kota Jakarta Barat,40001428,Kembangan,"LIPPO MALL PURI LT.LG UNIT. 50-51 JL.PURI BOULEVARD KAV. IV, RT.3/RW.2, PURI INDAH. KEMBANGAN, JAKARTA BARAT 11610",11612,-6.21589038270097,106.72897572595257,1,1,"[{'scheduleStartHour': '0900', 'scheduleEndHour': '1700', '__typename': 'DefaultSchedule'}, {'scheduleStartHour': '0900', 'scheduleEndHour': '1700', '__typename': 'DefaultSchedule'}, {'scheduleStartHour': '0900', 'scheduleEndHour': '1700', '__typename': 'DefaultSchedule'}]",Store
1024051306601,KIDZ STATION GRAND OUTLET EAST KARAWANG,10007484,,081288272001,,,,,,,1,Indonesia,20000422,Jawa Barat,30003051,Kab. Karawang,40003067,Telukjambe Barat,"GRAND OUTLET EAST JAKARTA LT 2 UNIT 765, Jl. Trans Heksa, Wanasari, Telukjambe Barat, Karawang, Jawa Barat 41361",41361,-6.358662997807038,107.2433192393214,1,1,"[{'scheduleStartHour': '0900', 'scheduleEndHour': '1700', '__typename': 'DefaultSchedule'}, {'scheduleStartHour': '0900', 'scheduleEndHour': '1700', '__typename': 'DefaultSchedule'}, {'scheduleStartHour': '0900', 'scheduleEndHour': '1700', '__typename': 'DefaultSchedule'}]",Store
1024051306600,KIDZ STATION SUMMARECON VILLAGIO,10007483,,085727710780,,,,,,,1,Indonesia,20000422,Jawa Barat,30003051,Kab. Karawang,40003057,Karawang Timur,"SUMMARECON VILLAGGIO OUTLETS unit F-052 & F-053, RT.013/RW.006, Jl. Bulevar Blk. A No.Kav.1, Kondangjaya, Kec. Karawang Tim., Karawang, Jawa Barat 41371",41371,-6.323551867193383,107.33990099540631,1,1,"[{'scheduleStartHour': '0900', 'scheduleEndHour': '1700', '__typename': 'DefaultSchedule'}, {'scheduleStartHour': '0900', 'scheduleEndHour': '1700', '__typename': 'DefaultSchedule'}, {'scheduleStartHour': '0900', 'scheduleEndHour': '1700', '__typename': 'DefaultSchedule'}]",Store
1024051306599,SMIGGLE PIM 2 JAKARTA,10007482,,087785194773,,,,,,,1,Indonesia,20001388,DKI Jakarta,30001414,Kota Jakarta Selatan,40001421,Kebayoran Lama,"Pondok Indah Mall 2, Jl. Metro Pondok Indah, RT.1/RW.16, Pd. Pinang, Kby. Lama, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12310",12310,-6.265381843904332,106.7829032879702,1,1,"[{'scheduleStartHour': '0900', 'scheduleEndHour': '1700', '__typename': 'DefaultSchedule'}, {'scheduleStartHour': '0900', 'scheduleEndHour': '1700', '__typename': 'DefaultSchedule'}, {'scheduleStartHour': '0900', 'scheduleEndHour': '1700', '__typename': 'DefaultSchedule'}]",Store
1023090405890,KIDZ STATION PAKUWON JOGJA,10006726,,02745011946,,,,,,,1,Indonesia,20002429,DI Yogyakarta,30002459,Kab. Sleman,40002461,Depok,"KIDZ STATION PAKUWON MALL JOGJA LT.1 UNIT 36,  Jl. Raya Ringroad Utara, Condongcatur, Depok, Kab. Sleman, DI Yogyakarta 55283",55281,-7.758949089097214,110.39919417649712,1,1,"[{'scheduleStartHour': '0900', 'scheduleEndHour': '1700', '__typename': 'DefaultSchedule'}, {'scheduleStartHour': '0900', 'scheduleEndHour': '1700', '__typename': 'DefaultSchedule'}, {'scheduleStartHour': '0900', 'scheduleEndHour': '1700', '__typename': 'DefaultSchedule'}]",Store
1023090405889,BABYS STATION PIM 2,10006725,,02175920564,,,,,,,1,Indonesia,20001388,DKI Jakarta,30001414,Kota Jakarta Selatan,40001421,Kebayoran Lama,"MALL  PONDOK INDAH MALL 2, LT. 2 UNIT 243 - 243A - JL. METRO PONDOK INDAH KAV 3B, PONDOK PINANG KEBAYORAN LAMA, JAKARTA SELATAN 12310",12310,-6.264784483808476,106.78306637798181,1,1,"[{'scheduleStartHour': '0900', 'scheduleEndHour': '1700', '__typename': 'DefaultSchedule'}, {'scheduleStartHour': '0900', 'scheduleEndHour': '1700', '__typename': 'DefaultSchedule'}, {'scheduleStartHour': '0900', 'scheduleEndHour': '1700', '__typename': 'DefaultSchedule'}]",Store
1023052305735,KIDZ STATION MAKASSAR,10006542,,1500627,,,,,,,1,Indonesia,20006724,Sulawesi Selatan,30006724,Kota Makassar,40006725,Tamalate,"Blok F1-70, Jl. HM. Daeng Patompo, Metro, Tanjung Bunga, Kota Makassar, Sulawesi Selatan 90134",90224,-5.159241537929234,119.39427175129502,1,1,"[{'scheduleStartHour': '0900', 'scheduleEndHour': '1700', '__typename': 'DefaultSchedule'}, {'scheduleStartHour': '0900', 'scheduleEndHour': '1700', '__typename': 'DefaultSchedule'}, {'scheduleStartHour': '0900', 'scheduleEndHour': '1700', '__typename': 'DefaultSchedule'}]",Store
1023052305734,SMIGGLE PLAZA INDONESIA JAKARTA,10006541,,1500627,,,,,,,1,Indonesia,20001388,DKI Jakarta,30001406,Kota Jakarta Pusat,40001409,Menteng,"MALL. PLAZA INDONESIA LT.3, Jl. M.H. Thamrin No.Kav. 28-30, RT.9/RW.5, Gondangdia, Menteng, Kota Jakarta Pusat, DKI Jakarta 10350",10350,-6.193771,106.822180,1,1,"[{'scheduleStartHour': '0900', 'scheduleEndHour': '1700', '__typename': 'DefaultSchedule'}, {'scheduleStartHour': '0900', 'scheduleEndHour': '1700', '__typename': 'DefaultSchedule'}, {'scheduleStartHour': '0900', 'scheduleEndHour': '1700', '__typename': 'DefaultSchedule'}]",Store
1023052305733,SMIGGLE KOTA KASABLANKA JAKARTA,10006540,,1500627,,,,,,,1,Indonesia,20001388,DKI Jakarta,30001414,Kota Jakarta Selatan,40001415,Tebet,"MALL KOTA KASABLANKA LANTAI 2 UNIT 240, Jl. Casablanca No.Kav. 88, RT.16/RW.5, Menteng Dalam, Tebet, Kota Jakarta Selatan, DKI Jakarta 12870",12870,-6.223949,106.842691,1,1,"[{'scheduleStartHour': '0900', 'scheduleEndHour': '1700', '__typename': 'DefaultSchedule'}, {'scheduleStartHour': '0900', 'scheduleEndHour': '1700', '__typename': 'DefaultSchedule'}, {'scheduleStartHour': '0900', 'scheduleEndHour': '1700', '__typename': 'DefaultSchedule'}]",Store
1023052305732,SMIGGLE MALL BALI GALERIA,10006539,,1500627,,,,,,,1,Indonesia,20002217,Bali,30002217,Kab. Badung,40002220,Kuta,"MALL BALI GALERIA LT.2, Jl. By Pass Ngurah Rai, Kuta, Kabupaten Badung, Bali 80361",80361,-8.72287,115.18509,1,1,"[{'scheduleStartHour': '0900', 'scheduleEndHour': '1700', '__typename': 'DefaultSchedule'}, {'scheduleStartHour': '0900', 'scheduleEndHour': '1700', '__typename': 'DefaultSchedule'}, {'scheduleStartHour': '0900', 'scheduleEndHour': '1700', '__typename': 'DefaultSchedule'}]",Store
1023052305731,KIDZ STATION CIPUTRA CIBUBUR,10006538,,1500627,,,,,,,1,Indonesia,20000422,Jawa Barat,30000672,Kota Bekasi,40000677,Jati Sampurna,"MAL CIPUTRA CIBUBUR LT. 2, Jl. Alternatif Cibubur No.Km 4, Jatikarya, Jatisampurna, Bekasi City, West Java 17435",17435,-6.38267,106.92627,1,1,"[{'scheduleStartHour': '0900', 'scheduleEndHour': '1700', '__typename': 'DefaultSchedule'}, {'scheduleStartHour': '0900', 'scheduleEndHour': '1700', '__typename': 'DefaultSchedule'}, {'scheduleStartHour': '0900', 'scheduleEndHour': '1700', '__typename': 'DefaultSchedule'}]",Store
1023052305730,KIDZ STATION PALEMBANG INDAH MALL,10006537,,1500627,,,,,,,1,Indonesia,20004548,Sumatera Selatan,30004763,Kota Palembang,40004776,Bukit Kecil,"PALEMBANG INDAH MALL LT. 1 UNIT UG 51-56, Jl. Letkol Iskandar No.18, 24 Ilir, Bukit Kecil, Kota Palembang, Sumatera Selatan 30134",30134,-2.98457,104.75356,1,1,"[{'scheduleStartHour': '0900', 'scheduleEndHour': '1700', '__typename': 'DefaultSchedule'}, {'scheduleStartHour': '0900', 'scheduleEndHour': '1700', '__typename': 'DefaultSchedule'}, {'scheduleStartHour': '0900', 'scheduleEndHour': '1700', '__typename': 'DefaultSchedule'}]",Store
1023052305729,KIDZ STATION AEON MALL SENTUL CITY,10006536,,1500627,,,,,,,1,Indonesia,20000422,Jawa Barat,30000810,Kab. Bogor,40000826,Babakan Madang,"AEON MALL SENTUL CITY LT.2, Jl. MH. Thamrin, Citaringgul, Kec. Babakan Madang, Bogor, Jawa Barat 16810",16810,-6.567758,106.858080,1,1,"[{'scheduleStartHour': '0900', 'scheduleEndHour': '1700', '__typename': 'DefaultSchedule'}, {'scheduleStartHour': '0900', 'scheduleEndHour': '1700', '__typename': 'DefaultSchedule'}, {'scheduleStartHour': '0900', 'scheduleEndHour': '1700', '__typename': 'DefaultSchedule'}]",Store
1023052305728,KIDZ STATION CAMBRIDGE CITY SQUARE MEDAN,10006535,,1500627,,,,,,,1,Indonesia,20003336,Sumatera Utara,30003751,Kota Medan,40003758,Medan Petisah,"MALL CAMBRIDGE CITY SQUARE LT. LG, Jl. Letjen S. Parman No. 250, Petisah Tengah, Medan Petisah, Kota Medan, Sumatera Utara, 20151",20151,3.584798838848889,98.66752394318763,1,1,"[{'scheduleStartHour': '0900', 'scheduleEndHour': '1700', '__typename': 'DefaultSchedule'}, {'scheduleStartHour': '0900', 'scheduleEndHour': '1700', '__typename': 'DefaultSchedule'}, {'scheduleStartHour': '0900', 'scheduleEndHour': '1700', '__typename': 'DefaultSchedule'}]",Store
